check_id,image_path,crop_path,label,confidence,x1,y1,x2,y2,status
ac00303,CheckImages\ac00303.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00303.png,3650,0.879205,1920.07,468.09,2143.48,534.44,ok
ac00304,CheckImages\ac00304.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00304.png,2700,0.846378,940.36,225.90,1052.76,261.83,ok
ac00305,CheckImages\ac00305.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00305.png,30000,0.856486,1876.53,452.06,2200.92,540.79,ok
ac00306,CheckImages\ac00306.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00306.png,2000,0.816734,1941.52,486.57,2173.29,554.35,ok
ac00307,CheckImages\ac00307.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00307.png,3000,0.873188,1864.09,454.90,2160.94,546.92,ok
ac00308,CheckImages\ac00308.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00308.png,64000,0.891780,913.57,220.83,1128.40,262.56,ok
ac00309,CheckImages\ac00309.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00309.png,50800,0.888433,905.65,221.61,1132.38,265.61,ok
ac00310,CheckImages\ac00310.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00310.png,300000,0.800920,1871.61,457.21,2277.49,543.52,ok
ac00311,CheckImages\ac00311.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00311.png,1160150,0.893270,846.34,211.23,1019.84,252.87,ok
ac00312,CheckImages\ac00312.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00312.png,40186,0.875048,904.78,221.90,1134.92,266.73,ok
ac00313,CheckImages\ac00313.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00313.png,300000,0.833403,938.35,229.69,1111.47,263.78,ok
ac00314,CheckImages\ac00314.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00314.png,10000,0.837889,849.75,209.88,1008.92,243.42,ok
ac00315,CheckImages\ac00315.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00315.png,3500,0.807613,831.26,208.22,1007.27,246.99,ok
ac00316,CheckImages\ac00316.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00316.png,1566,0.917125,915.15,220.94,1078.84,280.28,ok
ac00317,CheckImages\ac00317.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00317.png,1600,0.132599,904.15,224.00,1135.70,269.66,ok
ac00318,CheckImages\ac00318.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00318.png,131469,0.838372,846.86,215.49,1013.57,250.55,ok
ac00320,CheckImages\ac00320.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00320.png,1500000,0.869134,1755.29,441.95,2076.24,521.99,ok
ac00321,CheckImages\ac00321.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00321.png,23510,0.881752,1712.44,427.74,2106.54,512.57,ok
ac00322,CheckImages\ac00322.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00322.png,19918,0.872190,1868.69,462.84,2244.07,544.95,ok
ac00323,CheckImages\ac00323.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00323.png,7101,0.839359,905.70,225.69,1079.74,263.16,ok
ac00324,CheckImages\ac00324.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00324.png,29420,0.888917,1875.90,453.43,2197.62,532.42,ok
ac00325,CheckImages\ac00325.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00325.png,8706705,0.918272,820.94,206.44,1031.73,250.48,ok
ac00326,CheckImages\ac00326.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00326.png,2500,0.650221,1955.38,479.83,2200.64,539.93,ok
ac00327,CheckImages\ac00327.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00327.png,28766,0.877799,906.51,223.30,1135.51,262.48,ok
ac00328,CheckImages\ac00328.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00328.png,16750,0.869590,903.40,220.93,1119.02,261.17,ok
ac00329,CheckImages\ac00329.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00329.png,7031,0.865945,1920.50,462.44,2324.78,540.67,ok
ac00330,CheckImages\ac00330.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00330.png,137660324,0.876428,832.70,210.57,1040.72,251.51,ok
ac00331,CheckImages\ac00331.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00331.png,5947478,0.817114,1890.45,491.15,2330.19,569.96,ok
ac00332,CheckImages\ac00332.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00332.png,18424,0.847075,1702.73,433.08,2027.45,495.13,ok
ac00333,CheckImages\ac00333.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00333.png,10000,0.801424,1859.38,460.07,2108.14,535.99,ok
ac00334,CheckImages\ac00334.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00334.png,24847,0.837721,902.55,221.90,1132.50,267.44,ok
ac00335,CheckImages\ac00335.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00335.png,1261,0.853517,837.52,211.82,1004.81,252.98,ok
ac00336,CheckImages\ac00336.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00336.png,87360,0.846310,1986.04,460.72,2340.48,537.27,ok
ac00337,CheckImages\ac00337.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00337.png,27000,0.852778,907.45,223.25,1088.42,267.30,ok
ac00338,CheckImages\ac00338.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00338.png,15000,0.892770,1866.43,455.26,2133.78,557.28,ok
ac00339,CheckImages\ac00339.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00339.png,665520,0.856890,909.40,220.81,1067.82,267.14,ok
ac00341,CheckImages\ac00341.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00341.png,5000,0.600842,1680.51,459.41,2285.77,550.49,ok
ac00342,CheckImages\ac00342.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00342.png,107800,0.783356,1861.15,454.87,2315.93,551.16,ok
ac00343,CheckImages\ac00343.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00343.png,9408,0.831574,919.24,221.75,1050.01,265.84,ok
ac00344,CheckImages\ac00344.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00344.png,1815,0.817233,916.51,215.85,1043.03,258.44,ok
ac00345,CheckImages\ac00345.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00345.png,8500,0.779072,908.09,219.08,1004.94,258.06,ok
ac00346,CheckImages\ac00346.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00346.png,4127,0.864173,1900.05,474.68,2237.51,551.30,ok
ac00347,CheckImages\ac00347.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00347.png,116250,0.856068,922.00,220.38,1064.45,263.53,ok
ac00348,CheckImages\ac00348.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00348.png,6685,0.701117,946.19,225.88,1051.20,259.27,ok
ac00349,CheckImages\ac00349.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00349.png,17005,0.830409,905.81,231.82,1070.55,269.86,ok
ac00350,CheckImages\ac00350.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00350.png,10430,0.818149,902.57,223.75,1076.23,268.66,ok
ac00351,CheckImages\ac00351.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00351.png,6456,0.811969,907.06,233.82,1052.10,268.31,ok
ac00352,CheckImages\ac00352.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00352.png,3381,0.597085,911.86,232.14,1059.60,269.11,ok
ac00353,CheckImages\ac00353.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00353.png,110850,0.856363,1896.92,454.94,2172.05,541.46,ok
ac00354,CheckImages\ac00354.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00354.png,10545,0.850652,906.74,218.85,1048.82,267.12,ok
ac00356,CheckImages\ac00356.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00356.png,1500,0.683561,1781.13,485.64,2203.99,555.70,ok
ac00358,CheckImages\ac00358.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00358.png,6102770,0.872115,923.20,224.79,1111.11,265.14,ok
ac00359,CheckImages\ac00359.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00359.png,3500,0.876475,817.21,213.56,977.35,266.85,ok
ac00360,CheckImages\ac00360.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00360.png,3000,0.854110,889.45,221.88,1047.65,271.37,ok
ac00361,CheckImages\ac00361.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00361.png,111554,0.873349,910.00,223.36,1103.96,261.85,ok
ac00362,CheckImages\ac00362.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00362.png,12522,0.852531,917.52,219.83,1063.26,262.82,ok
ac00363,CheckImages\ac00363.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00363.png,3608,0.884506,1887.10,451.80,2181.12,543.20,ok
ac00364,CheckImages\ac00364.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00364.png,134126,0.820976,932.82,225.59,1093.34,271.23,ok
ac00365,CheckImages\ac00365.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00365.png,580,0.872007,816.95,213.35,972.89,261.17,ok
ac00366,CheckImages\ac00366.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00366.png,1382,0.902817,1915.57,454.56,2186.91,544.68,ok
ac00367,CheckImages\ac00367.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00367.png,452780,0.725199,955.46,231.26,1085.77,257.96,ok
ac00368,CheckImages\ac00368.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00368.png,1000,0.873179,825.29,211.37,978.75,253.23,ok
ac00369,CheckImages\ac00369.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00369.png,2124,0.850963,814.28,213.81,1036.72,269.66,ok
ac00370,CheckImages\ac00370.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00370.png,1881952,0.888956,916.90,219.37,1073.41,262.97,ok
ac00371,CheckImages\ac00371.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00371.png,8880,0.865841,1851.83,448.10,2354.56,553.70,ok
ac00372,CheckImages\ac00372.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00372.png,14750,0.861966,838.28,211.74,974.15,253.14,ok
ac00373,CheckImages\ac00373.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00373.png,13618,0.881072,831.01,210.87,1023.42,249.30,ok
ac00374,CheckImages\ac00374.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00374.png,10000,0.875950,841.84,211.06,1019.46,248.79,ok
ac00375,CheckImages\ac00375.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00375.png,4000,0.853850,826.09,212.35,1012.79,251.47,ok
ac00376,CheckImages\ac00376.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00376.png,3945,0.850305,881.88,212.84,1023.42,253.66,ok
ac00377,CheckImages\ac00377.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00377.png,600,0.854747,1738.21,457.77,2018.94,545.02,ok
ac00378,CheckImages\ac00378.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00378.png,5574,0.735823,931.37,228.29,1042.61,270.84,ok
ac00379,CheckImages\ac00379.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00379.png,20000,0.831716,1784.05,428.73,2057.59,503.31,ok
ac00380,CheckImages\ac00380.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00380.png,11894,0.797940,1692.40,437.40,2125.86,524.54,ok
ac00381,CheckImages\ac00381.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00381.png,12880,0.823638,1864.30,467.40,2321.25,550.93,ok
ac00382,CheckImages\ac00382.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00382.png,6240,0.851062,822.69,210.32,1052.44,256.58,ok
ac00383,CheckImages\ac00383.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00383.png,5900,0.693676,826.64,211.02,1052.21,250.76,ok
ac00384,CheckImages\ac00384.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00384.png,9250,0.801673,864.32,214.98,1006.14,251.95,ok
ac00385,CheckImages\ac00385.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00385.png,24000,0.801825,1765.11,438.34,2053.03,513.82,ok
ac00386,CheckImages\ac00386.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00386.png,2469,0.743399,1989.96,465.94,2281.48,534.59,ok
ac00387,CheckImages\ac00387.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00387.png,5747,0.772337,1985.42,466.94,2240.81,541.57,ok
ac00388,CheckImages\ac00388.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00388.png,268,0.786394,912.58,228.05,1053.55,269.07,ok
ac00389,CheckImages\ac00389.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00389.png,18776,0.864269,919.78,233.76,1091.72,286.21,ok
ac00390,CheckImages\ac00390.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00390.png,24000,0.804369,873.56,209.31,1013.38,246.19,ok
ac00391,CheckImages\ac00391.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00391.png,17860,0.883349,824.32,210.96,1055.62,259.72,ok
ac00392,CheckImages\ac00392.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00392.png,3000,0.808282,912.19,234.96,1025.83,270.09,ok
ac00393,CheckImages\ac00393.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00393.png,4350,0.814464,1767.20,435.94,2072.62,508.28,ok
ac00394,CheckImages\ac00394.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00394.png,2300,0.721195,2021.35,470.59,2312.79,539.00,ok
ac00395,CheckImages\ac00395.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00395.png,10000,0.833200,860.17,210.73,989.92,247.84,ok
ac00396,CheckImages\ac00396.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00396.png,26000,0.823402,1778.07,426.18,2067.25,501.53,ok
ac00397,CheckImages\ac00397.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00397.png,21000,0.843315,1762.58,434.12,2075.04,511.58,ok
ac00398,CheckImages\ac00398.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00398.png,1391,0.786794,1972.30,464.38,2244.86,547.75,ok
ac00399,CheckImages\ac00399.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00399.png,1006,0.695149,959.17,226.75,1097.45,266.60,ok
ac00400,CheckImages\ac00400.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00400.png,1940,0.785317,969.49,232.70,1089.00,273.37,ok
ac00401,CheckImages\ac00401.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00401.png,3000,0.783415,1878.47,487.05,2110.67,550.26,ok
ac00402,CheckImages\ac00402.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00402.png,14425,0.269473,914.96,226.39,1127.48,288.42,ok
ac00403,CheckImages\ac00403.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00403.png,21000,0.831802,855.35,209.22,1011.89,248.05,ok
ac00404,CheckImages\ac00404.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00404.png,160000,0.869803,1960.05,454.92,2284.82,538.69,ok
ac00405,CheckImages\ac00405.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00405.png,10750,0.895967,1689.72,434.31,2100.02,522.04,ok
ac00406,CheckImages\ac00406.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00406.png,2254,0.280943,1778.66,447.18,2014.92,518.17,ok
ac00407,CheckImages\ac00407.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00407.png,24139,0.809886,913.08,228.74,1075.25,267.64,ok
ac00408,CheckImages\ac00408.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00408.png,5000,0.740874,917.34,220.55,1007.53,266.08,ok
ac00409,CheckImages\ac00409.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00409.png,4250,0.722726,919.07,227.97,1042.62,265.26,ok
ac00410,CheckImages\ac00410.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00410.png,577,0.661692,975.44,231.21,1105.27,262.86,ok
ac00411,CheckImages\ac00411.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00411.png,570,0.617808,971.69,227.26,1026.37,259.70,ok
ac00412,CheckImages\ac00412.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00412.png,11520,0.732321,811.99,222.66,964.56,260.65,ok
ac00413,CheckImages\ac00413.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00413.png,3491,0.828337,1883.66,460.78,2260.74,542.22,ok
ac00414,CheckImages\ac00414.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00414.png,890235,0.838201,1681.47,439.35,2064.54,518.32,ok
ac00415,CheckImages\ac00415.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00415.png,9720,0.823030,911.21,231.05,1062.52,263.71,ok
ac00416,CheckImages\ac00416.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00416.png,10800,0.810668,931.06,227.46,1060.09,268.99,ok
ac00417,CheckImages\ac00417.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00417.png,20000,0.718840,942.00,226.27,1073.80,263.97,ok
ac00418,CheckImages\ac00418.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00418.png,432,0.824207,1875.73,464.64,2104.51,552.20,ok
ac00419,CheckImages\ac00419.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00419.png,1980,0.827458,1867.35,468.66,2214.82,542.96,ok
ac00420,CheckImages\ac00420.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00420.png,583,0.691903,2075.65,489.45,2234.36,541.46,ok
ac00421,CheckImages\ac00421.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00421.png,1750,0.373768,918.42,226.51,1133.62,275.01,ok
ac00422,CheckImages\ac00422.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00422.png,34308,0.644858,1932.89,476.77,2295.47,533.00,ok
ac00423,CheckImages\ac00423.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00423.png,5250,0.820610,907.99,227.87,1059.59,262.65,ok
ac00424,CheckImages\ac00424.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00424.png,1000,0.261510,888.91,210.22,948.06,249.20,ok
ac00425,CheckImages\ac00425.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00425.png,30000,0.312271,1929.36,456.22,2209.75,560.61,ok
ac00426,CheckImages\ac00426.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00426.png,10000,0.863924,928.41,226.17,1063.51,268.32,ok
ac00427,CheckImages\ac00427.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00427.png,10000,0.709936,922.12,228.79,1025.92,262.78,ok
ac00428,CheckImages\ac00428.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00428.png,1000,0.792074,1669.19,471.34,1838.00,552.37,ok
ac00429,CheckImages\ac00429.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00429.png,1049750,0.913852,1865.10,453.27,2325.82,546.11,ok
ac00430,CheckImages\ac00430.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00430.png,1500,0.875591,1778.65,470.67,2131.72,541.92,ok
ac00431,CheckImages\ac00431.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00431.png,4500,0.843900,1813.45,467.46,2073.01,542.97,ok
ac00432,CheckImages\ac00432.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00432.png,22000,0.844555,920.84,222.99,1091.23,269.60,ok
ac00433,CheckImages\ac00433.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00433.png,5000,0.783857,1874.46,458.07,2162.19,545.29,ok
ac00434,CheckImages\ac00434.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00434.png,12500,0.761701,927.41,236.61,1059.38,270.67,ok
ac00435,CheckImages\ac00435.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00435.png,1070,0.793594,1861.52,466.58,2119.95,548.10,ok
ac00436,CheckImages\ac00436.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00436.png,9900,0.658865,977.07,233.46,1072.67,262.97,ok
ac00437,CheckImages\ac00437.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00437.png,6152,0.682305,968.45,236.55,1070.50,261.00,ok
ac00438,CheckImages\ac00438.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00438.png,50000,0.797410,926.72,237.32,1081.43,273.40,ok
ac00439,CheckImages\ac00439.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00439.png,37500,0.427667,1791.32,460.76,1911.64,515.74,ok
ac00440,CheckImages\ac00440.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00440.png,6500,0.608539,971.22,236.20,1067.76,263.55,ok
ac00441,CheckImages\ac00441.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00441.png,18000,0.795425,906.68,225.71,1036.71,272.98,ok
ac00442,CheckImages\ac00442.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00442.png,400000,0.676964,1885.40,479.25,2236.07,591.91,ok
ac00443,CheckImages\ac00443.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00443.png,100000,0.764631,924.89,233.30,1101.35,290.24,ok
ac00444,CheckImages\ac00444.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00444.png,158100,0.426480,932.85,233.70,1102.64,280.45,ok
ac00445,CheckImages\ac00445.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00445.png,10312,0.796955,895.93,223.49,1046.18,260.37,ok
ac00446,CheckImages\ac00446.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00446.png,75000,0.850706,1920.47,460.03,2262.46,543.26,ok
ac00447,CheckImages\ac00447.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00447.png,10000,0.768727,918.47,236.75,1043.79,268.11,ok
ac00448,CheckImages\ac00448.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00448.png,850,0.222420,907.66,227.69,1113.21,277.85,ok
ac00449,CheckImages\ac00449.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00449.png,1000000,0.348963,969.86,225.64,1084.13,261.65,ok
ac00450,CheckImages\ac00450.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00450.png,20000,0.798432,913.89,231.10,1108.03,278.31,ok
ac00451,CheckImages\ac00451.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00451.png,5625,0.667374,955.39,235.93,1060.66,262.39,ok
ac00452,CheckImages\ac00452.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00452.png,180914,0.788592,961.79,233.21,1106.41,259.46,ok
ac00453,CheckImages\ac00453.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00453.png,16220,0.658154,825.44,213.01,951.41,257.82,ok
ac00454,CheckImages\ac00454.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00454.png,42566,0.573108,924.74,223.37,1125.95,273.04,ok
ac00455,CheckImages\ac00455.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00455.png,11669978,0.788173,827.66,217.06,1025.35,251.68,ok
ac00456,CheckImages\ac00456.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00456.png,2400,0.878611,911.84,220.00,1089.54,262.12,ok
ac00457,CheckImages\ac00457.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00457.png,1800,0.887065,833.45,218.14,1012.75,259.03,ok
ac00458,CheckImages\ac00458.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00458.png,900,0.729565,836.60,224.65,1009.14,254.07,ok
ac00459,CheckImages\ac00459.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00459.png,4230,0.768602,922.05,224.97,1069.65,265.53,ok
ac00460,CheckImages\ac00460.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00460.png,10385,0.844991,860.41,221.05,1018.03,259.20,ok
ac00461,CheckImages\ac00461.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00461.png,81600,0.662083,835.24,215.17,1037.03,251.97,ok
ac00462,CheckImages\ac00462.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00462.png,616,0.815508,826.83,215.21,983.14,249.70,ok
ac00463,CheckImages\ac00463.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00463.png,960,0.848140,838.99,212.22,979.31,250.76,ok
ac00464,CheckImages\ac00464.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00464.png,8000,0.824643,1876.63,468.49,2220.72,558.16,ok
ac00465,CheckImages\ac00465.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00465.png,3881,0.842352,867.40,218.39,1000.94,250.83,ok
ac00466,CheckImages\ac00466.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00466.png,315,0.738277,826.98,220.28,975.08,253.57,ok
