check_id,crop_path,label
ac00247,outputs\part_c\crops\train\ac00247.png,سته و ثلاثون الف ريال لا غير
ac01522,outputs\part_c\crops\train\ac01522.png,فقط ثلاثه الف وخمسمايه سته وخمسون ريال لا غير
ac00334,outputs\part_c\crops\train\ac00334.png,اربعه و عشرون الف ثمانمايه سبعه و اربعون ريالا
ac01615,outputs\part_c\crops\train\ac01615.png,فقط ثلاثه ملايين ريال لا غير
ac00394,outputs\part_c\crops\train\ac00394.png,الفان و ثلاثمايه ريال فقط
ac01161,outputs\part_c\crops\train\ac01161.png,الف و مايه و ثمانيه و ثمانون ريال
ac01763,outputs\part_c\crops\train\ac01763.png,اربع وعشرون الف وستون ريال لا غير
ac01483,outputs\part_c\crops\train\ac01483.png,خمسه عشر الف ريال
ac00361,outputs\part_c\crops\train\ac00361.png,فقط مايه و احدي عشر الفا و خمسمايه و اربعه و خمسون ريال
ac01560,outputs\part_c\crops\train\ac01560.png,ثمانمايه ريال
ac00559,outputs\part_c\crops\train\ac00559.png,الف و مايه و واحد و ستون ريال لا غير
ac01804,outputs\part_c\crops\train\ac01804.png,فقط سبعمايه وسته ريال و28 100 هلله لا غير
ac01132,outputs\part_c\crops\train\ac01132.png,فقط الف و ميتان و اثنان و ستون ريال لا غير
ac01213,outputs\part_c\crops\train\ac01213.png,خمسه الاف واحد وسبعون ريال فقط
ac00601,outputs\part_c\crops\train\ac00601.png,تسعه الاف ريال لا غير
ac00771,outputs\part_c\crops\train\ac00771.png,فقط الف وميتان واثنان وثمانون كامله لا غير
ac01344,outputs\part_c\crops\train\ac01344.png,خمسمايه الف ريال
ac00825,outputs\part_c\crops\train\ac00825.png,عشرون الف ريال فقط
ac01439,outputs\part_c\crops\train\ac01439.png,فقط اربعه الاف وسبعمايه وخمسون ريال لا غير
ac01757,outputs\part_c\crops\train\ac01757.png,الف واربعمايه وسته وعشرون ريال
ac00527,outputs\part_c\crops\train\ac00527.png,فقط مايه و خمسون الف ريال لا غير
ac00896,outputs\part_c\crops\train\ac00896.png,عشره الاف ريال سعودي لا غير
ac00432,outputs\part_c\crops\train\ac00432.png,فقط اثنين وعشرون الف ريال لا غير
ac00997,outputs\part_c\crops\train\ac00997.png,فقط سبعه عشر الف ريال لا غير
ac00072,outputs\part_c\crops\train\ac00072.png,سبعه الاف و سبعمايه و سبعه و ستون ريال 50 100 ه لا غير
ac01442,outputs\part_c\crops\train\ac01442.png,فقط اربعه الف وخمسون ريال لا غير
ac00528,outputs\part_c\crops\train\ac00528.png,خمسون الف ريال فقط
ac01384,outputs\part_c\crops\train\ac01384.png,عشره الاف وستمايه واثنان وثمانون ريال وثمانون هلله
ac00992,outputs\part_c\crops\train\ac00992.png,اربعه الاف ريال
ac01247,outputs\part_c\crops\train\ac01247.png,فقط ميتان وسته الاف ريالا لا غير
ac01410,outputs\part_c\crops\train\ac01410.png,ثمانمايه و سبع و ستون ريال لاغير
ac01387,outputs\part_c\crops\train\ac01387.png,اربعين الف ريال فقط
ac00475,outputs\part_c\crops\train\ac00475.png,الفان وثمانمايه ريال لا غير
ac01027,outputs\part_c\crops\train\ac01027.png,ثلاثه واربعون الف واربعمايه وخمسه وسبعون ريال لا غير
ac00491,outputs\part_c\crops\train\ac00491.png,الف وخمسمايه ريالا فقط
ac00502,outputs\part_c\crops\train\ac00502.png,فقط سبعه وثلاثون الف ريال لا غير
ac00433,outputs\part_c\crops\train\ac00433.png,فقط خمسه الف ريال لا غير
ac00282,outputs\part_c\crops\train\ac00282.png,خمسه الاف و مايه و خمسه و اربعون ريالا
ac01611,outputs\part_c\crops\train\ac01611.png,ثلاثه عشر الفا وثمانمايه وخمسه وثمانون ريال
ac00830,outputs\part_c\crops\train\ac00830.png,الف و ثمانمايه و اثنان ريال 25 هلله لا غير
ac00717,outputs\part_c\crops\train\ac00717.png,سبع الاف وميتان وستون ريال فقط
ac00159,outputs\part_c\crops\train\ac00159.png,ثلاثه الاف ريال فقط لا غير
ac01546,outputs\part_c\crops\train\ac01546.png,فقط ثمانون الف ريال لا غير
ac01477,outputs\part_c\crops\train\ac01477.png,فقط ثلاثه الف ريال لا غير
ac00480,outputs\part_c\crops\train\ac00480.png,خمسمايه واربعون ريال
ac01235,outputs\part_c\crops\train\ac01235.png,فقط الفان ومايتان وثلاثون ريال لا غير
ac00809,outputs\part_c\crops\train\ac00809.png,ميتان و عشرون ريال لا غير
ac00974,outputs\part_c\crops\train\ac00974.png,الفان وميتان وتسعه وسبعون ريال لا غير
ac00425,outputs\part_c\crops\train\ac00425.png,ثلاثون الف ريال فقط لا غير
ac00839,outputs\part_c\crops\train\ac00839.png,اربعه الاف و ثلاثمايه و اربعه و ثلاثون ريال لا غير
ac00918,outputs\part_c\crops\train\ac00918.png,مايه وخمسون الف ريال لحسابنا معهم
ac00572,outputs\part_c\crops\train\ac00572.png,فقط ثلاثون الف ريال لا غير
ac01376,outputs\part_c\crops\train\ac01376.png,تسعه الاف واربعمايه وثلاثه وثلاثون ريال لا غير
ac00164,outputs\part_c\crops\train\ac00164.png,ثلاثه الاف واربعمايه وعشرون ريال سعودي
ac01241,outputs\part_c\crops\train\ac01241.png,سبعه الف وتسعمايه ريال
ac00631,outputs\part_c\crops\train\ac00631.png,فقط الف وخمسمايه ريال لا غير
ac00653,outputs\part_c\crops\train\ac00653.png,اربعه الاف ومايتان وسبعه وثمانون ريال و 50 هلله
ac01366,outputs\part_c\crops\train\ac01366.png,فقط مايه واربعه واربعون الف ريال لا غير
ac01457,outputs\part_c\crops\train\ac01457.png,اثنا عشر الف وخمسمايه
ac00504,outputs\part_c\crops\train\ac00504.png,فقط واجد وعشرون الف وتسعمايه وخمسه وستون ريالا لا غير
ac01174,outputs\part_c\crops\train\ac01174.png,الف و خمسمايه و ثمان و عشرون ريال
ac00298,outputs\part_c\crops\train\ac00298.png,فقط ثلاثه الاف ريال لا غير
ac00136,outputs\part_c\crops\train\ac00136.png,فقط الفين ومايه وثلاث وخمسون ريال لا غير
ac01348,outputs\part_c\crops\train\ac01348.png,فقط خمسه الاف ومايه واثنان وعشرون ريال لا غير
ac01186,outputs\part_c\crops\train\ac01186.png,ثلاثمايه الف ريال لا غير
ac01059,outputs\part_c\crops\train\ac01059.png,الف وثمانمايه ريال لا غير
ac00894,outputs\part_c\crops\train\ac00894.png,ثلاثه الاف ريال لا غير
ac00780,outputs\part_c\crops\train\ac00780.png,فقط سبعه الاف وستمايه وسبعه وثمانون ريال لا غير
ac00816,outputs\part_c\crops\train\ac00816.png,اثنا عشر الف و خمسمايه و خمسون ريالا فقط لا غير
ac01189,outputs\part_c\crops\train\ac01189.png,الفين و سبعمايه ريال لا غير
ac01070,outputs\part_c\crops\train\ac01070.png,تسعه الف وسبعمايه وستون ريال فقط لا غير
ac00378,outputs\part_c\crops\train\ac00378.png,خمسه الاف و خمسمايه و اربعه و سبعون ريال فقط
ac01172,outputs\part_c\crops\train\ac01172.png,فقط اربعه عشر الف ريال لا غير
ac00194,outputs\part_c\crops\train\ac00194.png,الف ومايتان ريال لا غير
ac01660,outputs\part_c\crops\train\ac01660.png,فقط اربعه الاف وتسعمايه وواحد وثلاثون ريالا
ac01141,outputs\part_c\crops\train\ac01141.png,وقدره سبعه الاف و ثلاثمايه و اثنين و ثلاثين ريال لا غير
ac01154,outputs\part_c\crops\train\ac01154.png,تسعه الاف و سبعمايه و خمسون ريال
ac00563,outputs\part_c\crops\train\ac00563.png,ثلاثه الف و تسعمايه ريال
ac00681,outputs\part_c\crops\train\ac00681.png,فقط الفين وخمسمايه ريال لا غير
ac01603,outputs\part_c\crops\train\ac01603.png,فقط عشرون الف ريال لا غير
ac00534,outputs\part_c\crops\train\ac00534.png,سته الاف ريال فقط لا غير
ac00421,outputs\part_c\crops\train\ac00421.png,الف وسبعمايه وخمسون ريال لا غير
ac01594,outputs\part_c\crops\train\ac01594.png,ثلاثه وعشرون الف وخمسمايه وثمانيه وثمانون ريال لا غير
ac00336,outputs\part_c\crops\train\ac00336.png,فقط سبعه وثمانون الفا و ثلاثمايه و ستون ريال لا غير
ac01261,outputs\part_c\crops\train\ac01261.png,فقط سته الاف وثلثمايه واحدي عشره ريال
ac01449,outputs\part_c\crops\train\ac01449.png,فقط خمسمايه الف ريال لا غير
ac01268,outputs\part_c\crops\train\ac01268.png,خمسه الاف وخمسمايه وثلاثه وسبعون ريال و 75 هلله
ac00473,outputs\part_c\crops\train\ac00473.png,فقط تسعه الف وثمانمايه وتسعه واربعون ريال لا غير
ac00037,outputs\part_c\crops\train\ac00037.png,و قدره مايه و تسعه الاف ريال فقط
ac01706,outputs\part_c\crops\train\ac01706.png,فقط ثلاثه الاف ومايه ريال لا غير
ac01447,outputs\part_c\crops\train\ac01447.png,اربعه الاف وتسعمايه واثنان وتسعون ريال لا غير
ac01289,outputs\part_c\crops\train\ac01289.png,الف وخمسمايه وخمس ريال
ac01272,outputs\part_c\crops\train\ac01272.png,فقط لا غير ستون الف ريال
ac01558,outputs\part_c\crops\train\ac01558.png,وقدره الفين وثلاثمايه وخمسون ريال لا غير
ac00718,outputs\part_c\crops\train\ac00718.png,فقط الفان ومايه وستون ريال لا غير
ac00429,outputs\part_c\crops\train\ac00429.png,غشره الاف واربعمايه وسبعه وتسعون ريالا وخمسون هلله
ac01476,outputs\part_c\crops\train\ac01476.png,خمسمايه واحدي وثمانون ريال
ac01446,outputs\part_c\crops\train\ac01446.png,اربعه الاف ريال لا غيرها
ac00109,outputs\part_c\crops\train\ac00109.png,فقط ثمانيه الاف ريال لا غير
ac01222,outputs\part_c\crops\train\ac01222.png,سبعه وعشرون الف وستمايه وسته وتسعون ريال و07 هلله لا غير
ac00333,outputs\part_c\crops\train\ac00333.png,و قدره عشره الاف ريال
ac00347,outputs\part_c\crops\train\ac00347.png,فقط مايه و سته عشر الف و ميتان و خمسون ريال لا غير
ac00835,outputs\part_c\crops\train\ac00835.png,فقط الف و مايه و اثنان و خمسون ريالا لا غير
ac01244,outputs\part_c\crops\train\ac01244.png,خمسمايه الف ريال لا غير
ac01074,outputs\part_c\crops\train\ac01074.png,الف وسبعمايه واثنان وسبعون
ac00799,outputs\part_c\crops\train\ac00799.png,فقط اربعه الاف ريال لا غير
ac00886,outputs\part_c\crops\train\ac00886.png,فقط مايه و عشره الاف ريال لا غير
ac00658,outputs\part_c\crops\train\ac00658.png,فقط مايه وثلاثون الف ريال لا غير
ac01681,outputs\part_c\crops\train\ac01681.png,مايه الف ريال لا غير
ac00607,outputs\part_c\crops\train\ac00607.png,اربعه الاف ومايتان وسبعه وثمانون ريالا وخمسون هلله
ac00187,outputs\part_c\crops\train\ac00187.png,فقط مايه الف ريال لا غير
ac00288,outputs\part_c\crops\train\ac00288.png,ستمايه و تسعون ريال لا غير
ac00460,outputs\part_c\crops\train\ac00460.png,فقط عشره الاف وثلاثمايه وخمسه وثمانون ريال لا غير
ac00675,outputs\part_c\crops\train\ac00675.png,سبعه الاف وثلاثمايه وثلاثه واربعون
ac00539,outputs\part_c\crops\train\ac00539.png,فقط مايه و خمسون الف و ثلاثمايه و اثنان و ثمانين ريال
ac01478,outputs\part_c\crops\train\ac01478.png,فقط خمسه وعشرون الف ريال لا غير
ac00181,outputs\part_c\crops\train\ac00181.png,وقدره اربعه الاف وثمانمايه وستون ريال لا غير
ac01169,outputs\part_c\crops\train\ac01169.png,الفين و ثلاثمايه و ثلاثه و ثلاثون ريال لا غير
ac00884,outputs\part_c\crops\train\ac00884.png,فقط خمسمايه و اربعه ريال لا غير
ac01383,outputs\part_c\crops\train\ac01383.png,اربعون الف ريال لا غير
ac01532,outputs\part_c\crops\train\ac01532.png,فقط خمسه وثلاثه الف ومايه سته وثمانين ريال لا غير
ac00021,outputs\part_c\crops\train\ac00021.png,خمسه الاف و خمسمايه و ثلاثه و سبعون ريال 75 هلله
ac01628,outputs\part_c\crops\train\ac01628.png,فقط اربعه الف ريال لا غير
ac00597,outputs\part_c\crops\train\ac00597.png,فقط ثمانمايه واحد و ثمانون ريال لا غير
ac00698,outputs\part_c\crops\train\ac00698.png,اربعه الاف وسبعمايه وسته عشره ريال و 25 هلله
ac01072,outputs\part_c\crops\train\ac01072.png,سبعه الاف وخمسمايه وخمس وسبعون ريالا وثمانون هلله لا غير
ac01736,outputs\part_c\crops\train\ac01736.png,اربعون الف ريال سعودي
ac00026,outputs\part_c\crops\train\ac00026.png,مايه و ثمانون الف و خمسمايه ريال لا غير
ac00259,outputs\part_c\crops\train\ac00259.png,واحد و عشرون الف و سبعمايه و خمسون ريال فقط لا غير
ac00626,outputs\part_c\crops\train\ac00626.png,فقط الف واربعمايه وسته وثمانون ريال لا غير واربعون هلله
ac01031,outputs\part_c\crops\train\ac01031.png,ثلاثه الاف ومايه واربعه وعشرون ريال
ac00761,outputs\part_c\crops\train\ac00761.png,فقط سبع عشر الف وستمايه وثلاثون ريال لا غير
ac00450,outputs\part_c\crops\train\ac00450.png,عشرون الف ريال لا غير
ac01138,outputs\part_c\crops\train\ac01138.png,اربعه الاف و اربعمايه و خمسون ريال لا غير
ac00620,outputs\part_c\crops\train\ac00620.png,فقط اربعه عشر الف وخمسمايه وسته وتسعون ريال لا غير
ac01087,outputs\part_c\crops\train\ac01087.png,ثلاثه الاف ريال لا غير
ac01196,outputs\part_c\crops\train\ac01196.png,الفين ريال فقط لا غير
ac01674,outputs\part_c\crops\train\ac01674.png,وقدره ثمانيه الاف
ac01704,outputs\part_c\crops\train\ac01704.png,فقط اربعمايه وثمانون ريال لا غير
ac00520,outputs\part_c\crops\train\ac00520.png,تسعه الاف ريال لا غير
ac00281,outputs\part_c\crops\train\ac00281.png,فقط ثلاثمايه و ستون ريال لا غير
ac00420,outputs\part_c\crops\train\ac00420.png,فقط خمسمايه وثلاثه وثمانون ريال
ac01090,outputs\part_c\crops\train\ac01090.png,تسعه الاف اوربعمايه وثمانيه ريال
ac01469,outputs\part_c\crops\train\ac01469.png,فقط الفين وخمسمايه ثلاثه وثلاثين ريال لا غير
ac00833,outputs\part_c\crops\train\ac00833.png,تسعميه و عشره ريالات فقط
ac00487,outputs\part_c\crops\train\ac00487.png,فقط اربعه الاف وخمسه وثمانون ريال لا غير
ac01580,outputs\part_c\crops\train\ac01580.png,فقط وقدره الف وثمانمايه ريال لا غير
ac01458,outputs\part_c\crops\train\ac01458.png,فقط ثمانيه الاف وستمايه واحدي وثلاثون ريال لا غير
ac01566,outputs\part_c\crops\train\ac01566.png,فقط ثلاثه وخمسون الف واربعه وستون ريال لا غير
ac01035,outputs\part_c\crops\train\ac01035.png,الف وخمسمايه ريال لا غير
ac00775,outputs\part_c\crops\train\ac00775.png,فقط الفان ريال لا غير
ac00617,outputs\part_c\crops\train\ac00617.png,ثلاثه الاف ريال لا غير
ac00318,outputs\part_c\crops\train\ac00318.png,فقط مايه و واحد و ثلاثون الف و اربعمايه و تسعه و ستون ريال لا غير
ac00171,outputs\part_c\crops\train\ac00171.png,الفان ومايتان وسته وثلاثون ريال لاغير
ac01315,outputs\part_c\crops\train\ac01315.png,فقط الف و سبعمايه و اثنا عشر ريال لا غير
ac01342,outputs\part_c\crops\train\ac01342.png,فقط الفان وثلاثمايه وسبعون ريال لا غير
ac01539,outputs\part_c\crops\train\ac01539.png,الف وسبمايه واربعه وعشرون ريال لا غير
ac00275,outputs\part_c\crops\train\ac00275.png,فقط عشره الاف ريال لا غير
ac00879,outputs\part_c\crops\train\ac00879.png,فقط اربعون الف ريال لا غير
ac01601,outputs\part_c\crops\train\ac01601.png,فقط ثلاثمايه وثلاثه عشر الف ريال لا غير
ac00233,outputs\part_c\crops\train\ac00233.png,فقظ عشرون الف ريال لا غير
ac01375,outputs\part_c\crops\train\ac01375.png,اربعه الاف وسبع مايه وسته عشر ريال وخمسه وعشرون هلله
ac01455,outputs\part_c\crops\train\ac01455.png,فقط مايتان الف وستمايه ثمانيه وعشرون ريال وثمانيه عشر هلله
ac00960,outputs\part_c\crops\train\ac00960.png,فقط تسعه وثلاثون الفا وثمانون 46 100 ريالا لا غير
ac00204,outputs\part_c\crops\train\ac00204.png,سبعه الاف و مايتان ريال فقط
ac01350,outputs\part_c\crops\train\ac01350.png,سته الاف وخمسمايه وعشرون ريال فقط
ac01173,outputs\part_c\crops\train\ac01173.png,فقط اربعه و ثمانون الف و ثمانمايه ريال لا غير
ac00847,outputs\part_c\crops\train\ac00847.png,تسع و اربعون الف و اربعمايه و اثنان و ثمانون ريال
ac01113,outputs\part_c\crops\train\ac01113.png,خمسه و ثلاثون الف و ميتان و ثلاثه و ثمانون ريالا
ac00845,outputs\part_c\crops\train\ac00845.png,فقط الف و خمسمايه و ثمانيه و خمسون ريال لا غير
ac00242,outputs\part_c\crops\train\ac00242.png,الف و مايتان و اثنان و تسعون
ac00711,outputs\part_c\crops\train\ac00711.png,فقط ثلاث مايه الاف وميه ريال لا غير
ac00073,outputs\part_c\crops\train\ac00073.png,الف و ثمانمايه و خمسون ريال فقط
ac01305,outputs\part_c\crops\train\ac01305.png,ثلاثه وثمانون الف وثلاثمايه وثمانيه عشر ريال فقط لا غير
ac00954,outputs\part_c\crops\train\ac00954.png,الف و ثلاثمايه وثلاثه وعشرون ريال
ac00927,outputs\part_c\crops\train\ac00927.png,مايه الف يل لا غير
ac00731,outputs\part_c\crops\train\ac00731.png,فقط الف وستمايه وخمسون ريال لا غير
ac00299,outputs\part_c\crops\train\ac00299.png,مايه و خمسون ريالا لا غير مقابل
ac00240,outputs\part_c\crops\train\ac00240.png,الفين و سبعمايه و اربعون ريال لا غير
ac00033,outputs\part_c\crops\train\ac00033.png,فقط خمسه الاف ريال لا غير
ac00302,outputs\part_c\crops\train\ac00302.png,الف ريال فقط لا غير
ac01220,outputs\part_c\crops\train\ac01220.png,فقط الفان وخمسمايه وسبعه وتسعون ريال لا غير
ac00616,outputs\part_c\crops\train\ac00616.png,سبعه وعشرون الف وستمايه وخمسون ريال لا غير
ac00713,outputs\part_c\crops\train\ac00713.png,ثلاثه الاف وثلاثمايه وسبع ريال لا غير
ac01143,outputs\part_c\crops\train\ac01143.png,وقدره الفان و ميتان و خمسون ريالا فقط لا غير
ac01716,outputs\part_c\crops\train\ac01716.png,الف ريال لا غير
ac00002,outputs\part_c\crops\train\ac00002.png,فقط الف و خمسمايه ريال لا غير
ac01325,outputs\part_c\crops\train\ac01325.png,فقط الف وميتان وخمسون ريال لا غير
ac00077,outputs\part_c\crops\train\ac00077.png,سبعه الاف و ثمانمايه و تسعه و ثمانون ريال فقط
ac00573,outputs\part_c\crops\train\ac00573.png,الف ريال فقط لا غير
ac00179,outputs\part_c\crops\train\ac00179.png,الف ومايه واثنين وتسعون ريالا لا غير
ac01438,outputs\part_c\crops\train\ac01438.png,فقط خمسه الف ريال فقط لا غير فقط
ac00162,outputs\part_c\crops\train\ac00162.png,ثمانيه الاف وخمس ميه ريال فقط لا غير
ac00085,outputs\part_c\crops\train\ac00085.png,فقط الف و مايه و اثنان و عشرون ريال لا غير
ac01259,outputs\part_c\crops\train\ac01259.png,خمسمايه وسته الف وخمسمايه ريال لا غير
ac01531,outputs\part_c\crops\train\ac01531.png,فقط ثلاثه الف وخمسمايه ريال لا غير
ac01046,outputs\part_c\crops\train\ac01046.png,اربع وثلاثون الف ريال
ac00648,outputs\part_c\crops\train\ac00648.png,ثلاثه الف وثلاثمايه وثمانون ريال
ac01382,outputs\part_c\crops\train\ac01382.png,تسعه عشر الف وتسعمايه ريال
ac01646,outputs\part_c\crops\train\ac01646.png,فقط ثلاثه عشر الف ومايتين ريال لا غير
ac00103,outputs\part_c\crops\train\ac00103.png,الفان وخمسمايه ريالا لا غير
ac00766,outputs\part_c\crops\train\ac00766.png,فقط ثلاثه وثلاثون الف وثلاثمايه وثلاثه وثلاثون ريالا
ac01018,outputs\part_c\crops\train\ac01018.png,ثلاه الاف ومايتان وخمسون ريال فقط
ac01793,outputs\part_c\crops\train\ac01793.png,اربعه واربعون الفا واربعمايه ريال فقط لا غير
ac01668,outputs\part_c\crops\train\ac01668.png,خمسه وعشرون الف ريال
ac00590,outputs\part_c\crops\train\ac00590.png,الف و ثلاثه و تسون ريال و 25 هلله
ac01082,outputs\part_c\crops\train\ac01082.png,عشرون الف ومايه وخمسون ريال لا غير
ac00447,outputs\part_c\crops\train\ac00447.png,عشره الاف ريال سعودي لا غير
ac00610,outputs\part_c\crops\train\ac00610.png,فقط سته الاف وتسعمايه وسبعه وتسعون ريال لا غير
ac00308,outputs\part_c\crops\train\ac00308.png,فقط اربعه و ستون الف ريال
ac00461,outputs\part_c\crops\train\ac00461.png,واحد وثمانون الف وستمايه ريال لا غير
ac01023,outputs\part_c\crops\train\ac01023.png,عشره الف ريال
ac01270,outputs\part_c\crops\train\ac01270.png,خمسه الاف ريال فقط
ac00543,outputs\part_c\crops\train\ac00543.png,فقط واحد مليون ريال لا غير
ac00803,outputs\part_c\crops\train\ac00803.png,قدره اربعه عشره الف ريال
ac00234,outputs\part_c\crops\train\ac00234.png,الف و ستمايه و عشرون ريال فقط
ac01788,outputs\part_c\crops\train\ac01788.png,فقط خمسه وثلاثون الفا ثمانمايه ثمانيه وستون ريالا لا غير
ac00818,outputs\part_c\crops\train\ac00818.png,فقط خمسه الاف و اربعمايه و خمسه و عشرون ريال لا غير
ac01000,outputs\part_c\crops\train\ac01000.png,الفان و اربعمايه وسبعه وثلاثون ريالا لا غير
ac00628,outputs\part_c\crops\train\ac00628.png,وقدره عشره الاف ريال لا غير
ac00434,outputs\part_c\crops\train\ac00434.png,اثنا عشر الف وخمسمايه ريال لا غير
ac00791,outputs\part_c\crops\train\ac00791.png,فقط الفان ومايه ريال لا غير
ac01407,outputs\part_c\crops\train\ac01407.png,اربعمايه و ثلاثه و ثمانون ريال
ac00123,outputs\part_c\crops\train\ac00123.png,فقط اثناعشر الف ريال لا غير
ac00257,outputs\part_c\crops\train\ac00257.png,فقط الف و مايتان واربعه وستون ريال و 14 100 ه
ac00991,outputs\part_c\crops\train\ac00991.png,سبعه عشر الف وتسعمايه وسبعه وستون ريال لا غير
ac00315,outputs\part_c\crops\train\ac00315.png,ثلاثه الاف و خمسمايه ريال لا غير
ac00584,outputs\part_c\crops\train\ac00584.png,و قدره الفين و سبعمايه و خمسون ريال
ac00840,outputs\part_c\crops\train\ac00840.png,ستون الف ريال فقط
ac00154,outputs\part_c\crops\train\ac00154.png,فقط خمسه الاف وثلاثمايه وثمانيه ريال لا غير
ac01389,outputs\part_c\crops\train\ac01389.png,اثنان مليون وسبعمايه واثنان وتسعون الف وثمانيه مايه واثنان وستون ريال خمسون هلله
ac01787,outputs\part_c\crops\train\ac01787.png,سبعه وابعون الف ريال لا غير
ac01371,outputs\part_c\crops\train\ac01371.png,فقط ثلاثه وعشرون الفا وسبعمايه وخمسون ريالا
ac01684,outputs\part_c\crops\train\ac01684.png,سته عشر الف وثمانون ريال فقط
ac00598,outputs\part_c\crops\train\ac00598.png,عشره الف و سمبعمايه و اربعه عشره
ac00076,outputs\part_c\crops\train\ac00076.png,اربعه عشر الف و مايتان و خمسه و سبعون ريال فقط
ac00511,outputs\part_c\crops\train\ac00511.png,فقط خمسه الاف ريال
ac00418,outputs\part_c\crops\train\ac00418.png,فقط اربعمايه واثنين وثلاثين ريال فقط
ac00067,outputs\part_c\crops\train\ac00067.png,فقط عشرون الف ريال لا غير
ac01516,outputs\part_c\crops\train\ac01516.png,فقط الفين وثلاثمايه اثنين وستون ريال لا غير
ac01448,outputs\part_c\crops\train\ac01448.png,خمس مايه ريال فقط
ac01672,outputs\part_c\crops\train\ac01672.png,خمسه الاف ريال سعودي لا غير
ac01658,outputs\part_c\crops\train\ac01658.png,فقط خمسه الاف وخمسمايه وثمانين ريال
ac01265,outputs\part_c\crops\train\ac01265.png,خمسمايه وستون الف ريال لا غير
ac01538,outputs\part_c\crops\train\ac01538.png,الفين ريال فقط لا غير
ac00190,outputs\part_c\crops\train\ac00190.png,فقط اربعه وثلاثون الف ومايه وسبعه وتسعون ريال لا غير
ac01038,outputs\part_c\crops\train\ac01038.png,الف ومايتان واثنا واربعون ريال لا غير
ac01391,outputs\part_c\crops\train\ac01391.png,اربعه الاف ريال فقط
ac01595,outputs\part_c\crops\train\ac01595.png,فقط اربعه الاف وثلاثمايه وثمانون ريال لا غير
ac01182,outputs\part_c\crops\train\ac01182.png,الف و اربعمايه و عشره ريال لا غير
ac00295,outputs\part_c\crops\train\ac00295.png,الف و اربعمايه و سته و ستون ريال فقط
ac01237,outputs\part_c\crops\train\ac01237.png,اربعمايه الف ريال لا غير
ac01135,outputs\part_c\crops\train\ac01135.png,فقط تسعه و عشرون الف و تسعمايه و ثلاثه و اربعون ريال و 44 100 لا غير
ac00107,outputs\part_c\crops\train\ac00107.png,الف واربعمايه وثمانيه وثمانون ريال
ac00978,outputs\part_c\crops\train\ac00978.png,عشرون الف وتسعه وثلاثون ريال لاغير
ac00779,outputs\part_c\crops\train\ac00779.png,الف ريال فقط لا غير
ac01279,outputs\part_c\crops\train\ac01279.png,فقط اربعه وعشرون الفا وخمسمايه ريال لا غير
ac00661,outputs\part_c\crops\train\ac00661.png,وقدره عشرون الف ريال لا غير
ac01230,outputs\part_c\crops\train\ac01230.png,واحد واربعون الف وثمانيه عشر ريال فقط
ac01415,outputs\part_c\crops\train\ac01415.png,الف وخمسمايه اثنان وسبعون ريال 25 100 لا غير
ac00303,outputs\part_c\crops\train\ac00303.png,فقط ثلاثه الاف و ستمايه و خمسون ريال لا غير
ac01437,outputs\part_c\crops\train\ac01437.png,فقط خمسه الاف ريال لا غير
ac01112,outputs\part_c\crops\train\ac01112.png,اربعه الاف و مايتين و سبعه و ثمانون ريال و خمسون هلله فقط لا غير
ac00046,outputs\part_c\crops\train\ac00046.png,فقط تسعه الاف خمسمايه واحد و عشرون ريالا لا غير
ac00283,outputs\part_c\crops\train\ac00283.png,سبعه الاف و سبعمايه و ثمانون ريال لا غير
ac00131,outputs\part_c\crops\train\ac00131.png,فقط ثمانيه وعشرون الف وميتان وثلاثه وتسعون ريال وخمس لا غير
ac01313,outputs\part_c\crops\train\ac01313.png,فقط ثلاثون الف ريال لا غير
ac01709,outputs\part_c\crops\train\ac01709.png,عشره الاف ريال لا غير
ac01548,outputs\part_c\crops\train\ac01548.png,وقدره تسعمايه وتسعون ريال لا غير
ac00313,outputs\part_c\crops\train\ac00313.png,فقط ثلاثمايه الف ريال لا غير
ac00185,outputs\part_c\crops\train\ac00185.png,وقدره خمسه الف ريال
ac00377,outputs\part_c\crops\train\ac00377.png,ستمايه ريال لا غير
ac00235,outputs\part_c\crops\train\ac00235.png,خمسه عشر الفا و خمسه و تسعون ريالا لا غير
ac01679,outputs\part_c\crops\train\ac01679.png,اربعه الاف ريال لا غير
ac01521,outputs\part_c\crops\train\ac01521.png,الف وثلاثمايه واحد وستون ريال
ac00862,outputs\part_c\crops\train\ac00862.png,فقط خمسه الاف و ستمايه ريال لا غير
ac01619,outputs\part_c\crops\train\ac01619.png,فقط خمسون الف ريال لا غير
ac00293,outputs\part_c\crops\train\ac00293.png,ثلاثمايه و خمسه و عشرون الف ريال لا غير
ac01781,outputs\part_c\crops\train\ac01781.png,فقط تسعه الف وثمانمايه وخمسه ريال لا غيره
ac00545,outputs\part_c\crops\train\ac00545.png,و قدره خمسه الاف و خمسمايه و عشرون ريال فقط لا غير
ac01728,outputs\part_c\crops\train\ac01728.png,خمسه الاف ريال لا غير
ac00611,outputs\part_c\crops\train\ac00611.png,ثمان ميه وتسعه وعشرون ريال لا غير
ac01044,outputs\part_c\crops\train\ac01044.png,ثلاثه الاف وثمانمايه وثمان وخمسون ريال وخمسه وسبعون هلله
ac01467,outputs\part_c\crops\train\ac01467.png,فقط خمسه الف ريال لا غير
